dataset,rel_type,rel_num,augmentation,subj_position,subject,template,to_send,num_tokens_sub,unrelated_origin,corr_answer,repetition,num_tokens_obj
LAMA_Trex,Hu_original,P19,substitution_2,1,Charlie imposing,[X] was born in [Y] .,Charlie imposing was born in,2,corpus,Vernon,,1
LAMA_Trex,Hu_original,P19,substitution_2,1,Leslie mother,[X] was born in [Y] .,Leslie mother was born in,2,corpus,Bolton,,1
LAMA_Trex,Hu_original,P19,substitution_2,1,Amparo conscious,[X] was born in [Y] .,Amparo conscious was born in,2,corpus,Santiago,,1
LAMA_Trex,Hu_original,P19,substitution_2,1,Karim assignments,[X] was born in [Y] .,Karim assignments was born in,2,corpus,Afghanistan,,1
LAMA_Trex,Hu_original,P19,substitution_2,1,Ashley peter,[X] was born in [Y] .,Ashley peter was born in,2,corpus,Scotland,,1
LAMA_Trex,Hu_original,P19,substitution_2,1,Thomas cared,[X] was born in [Y] .,Thomas cared was born in,2,corpus,Edinburgh,,1
LAMA_Trex,Hu_original,P19,substitution_2,1,Yui rogers,[X] was born in [Y] .,Yui rogers was born in,2,corpus,Tokyo,,1
LAMA_Trex,Hu_original,P19,substitution_2,1,Justin collect,[X] was born in [Y] .,Justin collect was born in,2,corpus,Sydney,,1
LAMA_Trex,Hu_original,P19,substitution_2,1,Bai environment,[X] was born in [Y] .,Bai environment was born in,2,corpus,Beijing,,1
LAMA_Trex,Hu_original,P19,substitution_2,1,Ace luther,[X] was born in [Y] .,Ace luther was born in,2,corpus,Birmingham,,1
LAMA_Trex,Hu_original,P19,substitution_2,1,Pietro Australian English,[X] was born in [Y] .,Pietro Australian English was born in,3,P279,Siena,,1
LAMA_Trex,Hu_original,P19,substitution_2,1,Edward Welsh English,[X] was born in [Y] .,Edward Welsh English was born in,3,P279,Jerusalem,,1
LAMA_Trex,Hu_original,P19,substitution_2,1,Ruben New Zealand English,[X] was born in [Y] .,Ruben New Zealand English was born in,4,P279,Moscow,,1
LAMA_Trex,Hu_original,P19,substitution_2,1,Billy American English,[X] was born in [Y] .,Billy American English was born in,3,P279,Hamilton,,1
LAMA_Trex,Hu_original,P19,substitution_2,1,Umberto Canadian English,[X] was born in [Y] .,Umberto Canadian English was born in,3,P279,Rome,,1
LAMA_Trex,Hu_original,P19,substitution_2,1,Davor French language in Canada,[X] was born in [Y] .,Davor French language in Canada was born in,5,P279,Sarajevo,,1
LAMA_Trex,Hu_original,P19,substitution_2,1,Marc advanced mathematics,[X] was born in [Y] .,Marc advanced mathematics was born in,3,P279,Monroe,,1
LAMA_Trex,Hu_original,P19,substitution_2,1,Magdalena Standard German,[X] was born in [Y] .,Magdalena Standard German was born in,3,P279,Warsaw,,1
LAMA_Trex,Hu_original,P19,substitution_2,1,Carol social philosophy,[X] was born in [Y] .,Carol social philosophy was born in,3,P279,London,,1
LAMA_Trex,Hu_original,P19,substitution_2,1,Artemas philosophy of education,[X] was born in [Y] .,Artemas philosophy of education was born in,4,P279,Shrewsbury,,1
LAMA_Trex,Hu_original,P19,substitution_2,1,Gianrico food chemistry,[X] was born in [Y] .,Gianrico food chemistry was born in,3,P279,Bari,,1
LAMA_Trex,Hu_original,P19,substitution_2,1,Jean Middle Chinese,[X] was born in [Y] .,Jean Middle Chinese was born in,3,P279,Montreal,,1
LAMA_Trex,Hu_original,P19,substitution_2,1,Gaspard Waxiang Chinese,[X] was born in [Y] .,Gaspard Waxiang Chinese was born in,3,P279,Basel,,1
LAMA_Trex,Hu_original,P19,substitution_2,1,Bruce varieties of Chinese,[X] was born in [Y] .,Bruce varieties of Chinese was born in,4,P279,Chicago,,1
LAMA_Trex,Hu_original,P19,substitution_2,1,Erwin contemporary history,[X] was born in [Y] .,Erwin contemporary history was born in,3,P279,Dresden,,1
LAMA_Trex,Hu_original,P19,substitution_2,1,Lorenzo art history,[X] was born in [Y] .,Lorenzo art history was born in,3,P279,Bologna,,1
LAMA_Trex,Hu_original,P19,substitution_2,1,Lukas local history,[X] was born in [Y] .,Lukas local history was born in,3,P279,Hamburg,,1
LAMA_Trex,Hu_original,P19,substitution_2,1,Yuriko modern history,[X] was born in [Y] .,Yuriko modern history was born in,3,P279,Nagoya,,1
LAMA_Trex,Hu_original,P19,substitution_2,1,Peter Middle Dutch,[X] was born in [Y] .,Peter Middle Dutch was born in,3,P279,London,,1
LAMA_Trex,Hu_original,P19,substitution_2,1,Georges Old Dutch,[X] was born in [Y] .,Georges Old Dutch was born in,3,P279,Paris,,1
LAMA_Trex,Hu_original,P19,substitution_2,1,Gustav Vienna bread,[X] was born in [Y] .,Gustav Vienna bread was born in,3,P279,Munich,,1
LAMA_Trex,Hu_original,P19,substitution_2,1,Nigel white bread,[X] was born in [Y] .,Nigel white bread was born in,3,P279,Kolkata,,1
LAMA_Trex,Hu_original,P19,substitution_2,1,Ryo pea soup,[X] was born in [Y] .,Ryo pea soup was born in,3,P279,Tokyo,,1
LAMA_Trex,Hu_original,P19,substitution_2,1,Sid peanut soup,[X] was born in [Y] .,Sid peanut soup was born in,3,P279,Brooklyn,,1
LAMA_Trex,Hu_original,P19,substitution_2,1,Peter fish soup,[X] was born in [Y] .,Peter fish soup was born in,3,P279,Wolverhampton,,1
LAMA_Trex,Hu_original,P19,substitution_2,1,Jake sociology of education,[X] was born in [Y] .,Jake sociology of education was born in,4,P279,Dallas,,1
LAMA_Trex,Hu_original,P19,substitution_2,1,Neal veterinary medicine,[X] was born in [Y] .,Neal veterinary medicine was born in,3,P279,Dallas,,1
LAMA_Trex,Hu_original,P19,substitution_2,1,Karel lapdog,[X] was born in [Y] .,Karel lapdog was born in,2,P279,Prague,,1
LAMA_Trex,Hu_original,P19,substitution_2,1,Pavol Recumbent bicycle,[X] was born in [Y] .,Pavol Recumbent bicycle was born in,3,P279,Bratislava,,1
LAMA_Trex,Hu_original,P19,substitution_2,1,Cynan Roadster (bicycle),[X] was born in [Y] .,Cynan Roadster (bicycle) was born in,3,P279,Wales,,1
LAMA_Trex,Hu_original,P19,substitution_2,1,Dmitri fixed-gear bicycle,[X] was born in [Y] .,Dmitri fixed-gear bicycle was born in,3,P279,Berlin,,1
LAMA_Trex,Hu_original,P19,substitution_2,1,Jakub folding bicycle,[X] was born in [Y] .,Jakub folding bicycle was born in,3,P279,Warsaw,,1
LAMA_Trex,Hu_original,P19,substitution_2,1,Paul technical communication,[X] was born in [Y] .,Paul technical communication was born in,3,P279,Chicago,,1
LAMA_Trex,Hu_original,P19,substitution_2,1,David organizational communication,[X] was born in [Y] .,David organizational communication was born in,3,P279,Angus,,1
LAMA_Trex,Hu_original,P19,substitution_2,1,William Progressive Christianity,[X] was born in [Y] .,William Progressive Christianity was born in,3,P279,London,,1
LAMA_Trex,Hu_original,P19,substitution_2,1,Ernie descriptive statistics,[X] was born in [Y] .,Ernie descriptive statistics was born in,3,P279,Philadelphia,,1
LAMA_Trex,Hu_original,P19,substitution_2,1,Igor multivariate statistics,[X] was born in [Y] .,Igor multivariate statistics was born in,3,P279,Moscow,,1
LAMA_Trex,Hu_original,P19,substitution_2,1,Oleta folk art,[X] was born in [Y] .,Oleta folk art was born in,3,P279,Seattle,,1
LAMA_Trex,Hu_original,P19,substitution_2,1,Stefan culinary art,[X] was born in [Y] .,Stefan culinary art was born in,3,P279,Ghent,,1
LAMA_Trex,Hu_original,P19,substitution_2,1,Marc Pre-Columbian art,[X] was born in [Y] .,Marc Pre-Columbian art was born in,3,P279,Ottawa,,1
LAMA_Trex,Hu_original,P19,substitution_2,1,Edward Marxist feminism,[X] was born in [Y] .,Edward Marxist feminism was born in,3,P279,Strasbourg,,1
LAMA_Trex,Hu_original,P19,substitution_2,1,DJ atheist feminism,[X] was born in [Y] .,DJ atheist feminism was born in,3,P279,Philadelphia,,1
LAMA_Trex,Hu_original,P19,substitution_2,1,Tatsu cultural feminism,[X] was born in [Y] .,Tatsu cultural feminism was born in,3,P279,Tokyo,,1
LAMA_Trex,Hu_original,P19,substitution_2,1,Fad health economics,[X] was born in [Y] .,Fad health economics was born in,3,P279,London,,1
LAMA_Trex,Hu_original,P19,substitution_2,1,Semyon labour economics,[X] was born in [Y] .,Semyon labour economics was born in,3,P279,Moscow,,1
LAMA_Trex,Hu_original,P19,substitution_2,1,Philip amateur astronomy,[X] was born in [Y] .,Philip amateur astronomy was born in,3,P279,London,,1
LAMA_Trex,Hu_original,P19,substitution_2,1,Jan forensic anthropology,[X] was born in [Y] .,Jan forensic anthropology was born in,3,P279,Rotterdam,,1
LAMA_Trex,Hu_original,P19,substitution_2,1,Anand Ecological anthropology,[X] was born in [Y] .,Anand Ecological anthropology was born in,3,P279,Mumbai,,1
LAMA_Trex,Hu_original,P19,substitution_2,1,Bing Pony car,[X] was born in [Y] .,Bing Pony car was born in,3,P279,Tacoma,,1
LAMA_Trex,Hu_original,P19,substitution_2,1,Povel chocolate cake,[X] was born in [Y] .,Povel chocolate cake was born in,3,P279,Stockholm,,1
LAMA_Trex,Hu_original,P19,substitution_2,1,Franciszek cupcake,[X] was born in [Y] .,Franciszek cupcake was born in,2,P279,Warsaw,,1
LAMA_Trex,Hu_original,P19,substitution_2,1,Garth concert film,[X] was born in [Y] .,Garth concert film was born in,3,P279,Dublin,,1
LAMA_Trex,Hu_original,P19,substitution_2,1,Hiroshi smooth jazz,[X] was born in [Y] .,Hiroshi smooth jazz was born in,3,P279,Tokyo,,1
LAMA_Trex,Hu_original,P19,substitution_2,1,Caroline cool jazz,[X] was born in [Y] .,Caroline cool jazz was born in,3,P279,Atlanta,,1
LAMA_Trex,Hu_original,P19,substitution_2,1,Mayumi jazz fusion,[X] was born in [Y] .,Mayumi jazz fusion was born in,3,P279,Tokyo,,1
LAMA_Trex,Hu_original,P19,substitution_2,1,Christel correspondence chess,[X] was born in [Y] .,Christel correspondence chess was born in,3,P279,Munich,,1
LAMA_Trex,Hu_original,P19,substitution_2,1,Cosimo agroecology,[X] was born in [Y] .,Cosimo agroecology was born in,2,P279,Rome,,1
LAMA_Trex,Hu_original,P19,substitution_2,1,Steve landscape ecology,[X] was born in [Y] .,Steve landscape ecology was born in,3,P279,Glasgow,,1
LAMA_Trex,Hu_original,P19,substitution_2,1,Crystal urban ecology,[X] was born in [Y] .,Crystal urban ecology was born in,3,P279,Miami,,1
LAMA_Trex,Hu_original,P19,substitution_2,1,Jacob deep sea fish,[X] was born in [Y] .,Jacob deep sea fish was born in,4,P279,Stockholm,,1
LAMA_Trex,Hu_original,P19,substitution_2,1,Sarah automatic firearm,[X] was born in [Y] .,Sarah automatic firearm was born in,3,P279,Waterloo,,1
LAMA_Trex,Hu_original,P19,substitution_2,1,Sugar aerial photography,[X] was born in [Y] .,Sugar aerial photography was born in,3,P279,Montreal,,1
LAMA_Trex,Hu_original,P19,substitution_2,1,Ruth management accounting,[X] was born in [Y] .,Ruth management accounting was born in,3,P279,Minneapolis,,1
LAMA_Trex,Hu_original,P19,substitution_2,1,Freddie moveable bridge,[X] was born in [Y] .,Freddie moveable bridge was born in,3,P279,Gary,,1
LAMA_Trex,Hu_original,P19,substitution_2,1,Richard vehicle insurance,[X] was born in [Y] .,Richard vehicle insurance was born in,3,P279,Kent,,1
LAMA_Trex,Hu_original,P19,substitution_2,1,John Chain pump,[X] was born in [Y] .,John Chain pump was born in,3,P279,Fleet,,1
LAMA_Trex,Hu_original,P19,substitution_2,1,Roger carrot salad,[X] was born in [Y] .,Roger carrot salad was born in,3,P279,Auckland,,1
LAMA_Trex,Hu_original,P19,substitution_2,1,Gilles Classical Armenian,[X] was born in [Y] .,Gilles Classical Armenian was born in,3,P279,Montreal,,1
LAMA_Trex,Hu_original,P19,substitution_2,1,John stratovolcano,[X] was born in [Y] .,John stratovolcano was born in,2,P279,London,,1
LAMA_Trex,Hu_original,P19,substitution_2,1,Naomi direct democracy,[X] was born in [Y] .,Naomi direct democracy was born in,3,P279,Belfast,,1
LAMA_Trex,Hu_original,P19,substitution_2,1,Marty Islam in India,[X] was born in [Y] .,Marty Islam in India was born in,4,P279,Philadelphia,,1
LAMA_Trex,Hu_original,P19,substitution_2,1,Marty high fantasy,[X] was born in [Y] .,Marty high fantasy was born in,3,P279,Toronto,,1
LAMA_Trex,Hu_original,P19,substitution_2,1,Georges comic fantasy,[X] was born in [Y] .,Georges comic fantasy was born in,3,P279,Paris,,1
LAMA_Trex,Hu_original,P19,substitution_2,1,James iOS 5,[X] was born in [Y] .,James iOS 5 was born in,3,P279,Singapore,,1
LAMA_Trex,Hu_original,P19,substitution_2,1,Lorraine club sandwich,[X] was born in [Y] .,Lorraine club sandwich was born in,3,P279,Dublin,,1
LAMA_Trex,Hu_original,P19,unrelated,,with,[X] was born in [Y] .,with was born in,1,corpus,,,
LAMA_Trex,Hu_original,P19,unrelated,,on,[X] was born in [Y] .,on was born in,1,corpus,,,
LAMA_Trex,Hu_original,P19,unrelated,,I,[X] was born in [Y] .,I was born in,1,corpus,,,
LAMA_Trex,Hu_original,P19,unrelated,,was,[X] was born in [Y] .,was was born in,1,corpus,,,
LAMA_Trex,Hu_original,P19,unrelated,,it,[X] was born in [Y] .,it was born in,1,corpus,,,
LAMA_Trex,Hu_original,P19,unrelated,,as,[X] was born in [Y] .,as was born in,1,corpus,,,
LAMA_Trex,Hu_original,P19,unrelated,,be,[X] was born in [Y] .,be was born in,1,corpus,,,
LAMA_Trex,Hu_original,P19,unrelated,,you,[X] was born in [Y] .,you was born in,1,corpus,,,
LAMA_Trex,Hu_original,P19,unrelated,,by,[X] was born in [Y] .,by was born in,1,corpus,,,
LAMA_Trex,Hu_original,P19,unrelated,,are,[X] was born in [Y] .,are was born in,1,corpus,,,
LAMA_Trex,Hu_original,P19,unrelated,,at,[X] was born in [Y] .,at was born in,1,corpus,,,
LAMA_Trex,Hu_original,P19,unrelated,,from,[X] was born in [Y] .,from was born in,1,corpus,,,
LAMA_Trex,Hu_original,P19,unrelated,,this,[X] was born in [Y] .,this was born in,1,corpus,,,
LAMA_Trex,Hu_original,P19,unrelated,,the,[X] was born in [Y] .,the was born in,1,corpus,,,
LAMA_Trex,Hu_original,P19,unrelated,,not,[X] was born in [Y] .,not was born in,1,corpus,,,
LAMA_Trex,Hu_original,P19,unrelated,,or,[X] was born in [Y] .,or was born in,1,corpus,,,
LAMA_Trex,Hu_original,P19,unrelated,,have,[X] was born in [Y] .,have was born in,1,corpus,,,
LAMA_Trex,Hu_original,P19,unrelated,,an,[X] was born in [Y] .,an was born in,1,corpus,,,
LAMA_Trex,Hu_original,P19,unrelated,,we,[X] was born in [Y] .,we was born in,1,corpus,,,
LAMA_Trex,Hu_original,P19,unrelated,,he,[X] was born in [Y] .,he was born in,1,corpus,,,
LAMA_Trex,Hu_original,P19,unrelated,,his,[X] was born in [Y] .,his was born in,1,corpus,,,
LAMA_Trex,Hu_original,P19,unrelated,,can,[X] was born in [Y] .,can was born in,1,corpus,,,
LAMA_Trex,Hu_original,P19,unrelated,,were,[X] was born in [Y] .,were was born in,1,corpus,,,
LAMA_Trex,Hu_original,P19,unrelated,,but,[X] was born in [Y] .,but was born in,1,corpus,,,
LAMA_Trex,Hu_original,P19,unrelated,,which,[X] was born in [Y] .,which was born in,1,corpus,,,
LAMA_Trex,Hu_original,P19,unrelated,,all,[X] was born in [Y] .,all was born in,1,corpus,,,
LAMA_Trex,Hu_original,P19,unrelated,,has,[X] was born in [Y] .,has was born in,1,corpus,,,
LAMA_Trex,Hu_original,P19,unrelated,,will,[X] was born in [Y] .,will was born in,1,corpus,,,
LAMA_Trex,Hu_original,P19,unrelated,,had,[X] was born in [Y] .,had was born in,1,corpus,,,
LAMA_Trex,Hu_original,P19,unrelated,,they,[X] was born in [Y] .,they was born in,1,corpus,,,
LAMA_Trex,Hu_original,P19,unrelated,,one,[X] was born in [Y] .,one was born in,1,corpus,,,
LAMA_Trex,Hu_original,P19,unrelated,,their,[X] was born in [Y] .,their was born in,1,corpus,,,
LAMA_Trex,Hu_original,P19,unrelated,,your,[X] was born in [Y] .,your was born in,1,corpus,,,
LAMA_Trex,Hu_original,P19,unrelated,,more,[X] was born in [Y] .,more was born in,1,corpus,,,
LAMA_Trex,Hu_original,P19,unrelated,,her,[X] was born in [Y] .,her was born in,1,corpus,,,
LAMA_Trex,Hu_original,P19,unrelated,,my,[X] was born in [Y] .,my was born in,1,corpus,,,
LAMA_Trex,Hu_original,P19,unrelated,,been,[X] was born in [Y] .,been was born in,1,corpus,,,
LAMA_Trex,Hu_original,P19,unrelated,,out,[X] was born in [Y] .,out was born in,1,corpus,,,
LAMA_Trex,Hu_original,P19,unrelated,,about,[X] was born in [Y] .,about was born in,1,corpus,,,
LAMA_Trex,Hu_original,P19,unrelated,,if,[X] was born in [Y] .,if was born in,1,corpus,,,
LAMA_Trex,Hu_original,P19,unrelated,,with,[X] was born in [Y] .,with was born in,1,corpus,,,
LAMA_Trex,Hu_original,P19,unrelated,,so,[X] was born in [Y] .,so was born in,1,corpus,,,
LAMA_Trex,Hu_original,P19,unrelated,,up,[X] was born in [Y] .,up was born in,1,corpus,,,
LAMA_Trex,Hu_original,P19,unrelated,,when,[X] was born in [Y] .,when was born in,1,corpus,,,
LAMA_Trex,Hu_original,P19,unrelated,,time,[X] was born in [Y] .,time was born in,1,corpus,,,
LAMA_Trex,Hu_original,P19,unrelated,,also,[X] was born in [Y] .,also was born in,1,corpus,,,
LAMA_Trex,Hu_original,P19,unrelated,,who,[X] was born in [Y] .,who was born in,1,corpus,,,
LAMA_Trex,Hu_original,P19,unrelated,,do,[X] was born in [Y] .,do was born in,1,corpus,,,
LAMA_Trex,Hu_original,P19,unrelated,,no,[X] was born in [Y] .,no was born in,1,corpus,,,
LAMA_Trex,Hu_original,P19,unrelated,,other,[X] was born in [Y] .,other was born in,1,corpus,,,
LAMA_Trex,Hu_original,P19,unrelated,,in,[X] was born in [Y] .,in was born in,1,corpus,,,
LAMA_Trex,Hu_original,P19,unrelated,,into,[X] was born in [Y] .,into was born in,1,corpus,,,
LAMA_Trex,Hu_original,P19,unrelated,,than,[X] was born in [Y] .,than was born in,1,corpus,,,
LAMA_Trex,Hu_original,P19,unrelated,,said,[X] was born in [Y] .,said was born in,1,corpus,,,
LAMA_Trex,Hu_original,P19,unrelated,,what,[X] was born in [Y] .,what was born in,1,corpus,,,
LAMA_Trex,Hu_original,P19,unrelated,,like,[X] was born in [Y] .,like was born in,1,corpus,,,
LAMA_Trex,Hu_original,P19,unrelated,,our,[X] was born in [Y] .,our was born in,1,corpus,,,
LAMA_Trex,Hu_original,P19,unrelated,,its,[X] was born in [Y] .,its was born in,1,corpus,,,
LAMA_Trex,Hu_original,P19,unrelated,,she,[X] was born in [Y] .,she was born in,1,corpus,,,
LAMA_Trex,Hu_original,P19,unrelated,,them,[X] was born in [Y] .,them was born in,1,corpus,,,
LAMA_Trex,Hu_original,P19,unrelated,,we,[X] was born in [Y] .,we was born in,1,corpus,,,
LAMA_Trex,Hu_original,P19,unrelated,,between,[X] was born in [Y] .,between was born in,1,corpus,,,
LAMA_Trex,Hu_original,P19,unrelated,,how,[X] was born in [Y] .,how was born in,1,corpus,,,
LAMA_Trex,Hu_original,P19,unrelated,,because,[X] was born in [Y] .,because was born in,1,corpus,,,
LAMA_Trex,Hu_original,P19,unrelated,,used,[X] was born in [Y] .,used was born in,1,corpus,,,
LAMA_Trex,Hu_original,P19,unrelated,,most,[X] was born in [Y] .,most was born in,1,corpus,,,
LAMA_Trex,Hu_original,P19,unrelated,,well,[X] was born in [Y] .,well was born in,1,corpus,,,
LAMA_Trex,Hu_original,P19,unrelated,,type,[X] was born in [Y] .,type was born in,1,corpus,,,
LAMA_Trex,Hu_original,P19,unrelated,,should,[X] was born in [Y] .,should was born in,1,corpus,,,
LAMA_Trex,Hu_original,P19,unrelated,,know,[X] was born in [Y] .,know was born in,1,corpus,,,
LAMA_Trex,Hu_original,P19,unrelated,,way,[X] was born in [Y] .,way was born in,1,corpus,,,
LAMA_Trex,Hu_original,P19,unrelated,,back,[X] was born in [Y] .,back was born in,1,corpus,,,
LAMA_Trex,Hu_original,P19,unrelated,,make,[X] was born in [Y] .,make was born in,1,corpus,,,
LAMA_Trex,Hu_original,P19,unrelated,,now,[X] was born in [Y] .,now was born in,1,corpus,,,
LAMA_Trex,Hu_original,P19,unrelated,,see,[X] was born in [Y] .,see was born in,1,corpus,,,
LAMA_Trex,Hu_original,P19,unrelated,,through,[X] was born in [Y] .,through was born in,1,corpus,,,
LAMA_Trex,Hu_original,P19,unrelated,,work,[X] was born in [Y] .,work was born in,1,corpus,,,
LAMA_Trex,Hu_original,P19,unrelated,,if,[X] was born in [Y] .,if was born in,1,corpus,,,
LAMA_Trex,Hu_original,P19,unrelated,,data,[X] was born in [Y] .,data was born in,1,corpus,,,
LAMA_Trex,Hu_original,P19,unrelated,,is,[X] was born in [Y] .,is was born in,1,corpus,,,
LAMA_Trex,Hu_original,P19,unrelated,,even,[X] was born in [Y] .,even was born in,1,corpus,,,
LAMA_Trex,Hu_original,P19,unrelated,,very,[X] was born in [Y] .,very was born in,1,corpus,,,
LAMA_Trex,Hu_original,P19,unrelated,,using,[X] was born in [Y] .,using was born in,1,corpus,,,
LAMA_Trex,Hu_original,P19,unrelated,,each,[X] was born in [Y] .,each was born in,1,corpus,,,
LAMA_Trex,Hu_original,P19,unrelated,,did,[X] was born in [Y] .,did was born in,1,corpus,,,
LAMA_Trex,Hu_original,P19,unrelated,,before,[X] was born in [Y] .,before was born in,1,corpus,,,
LAMA_Trex,Hu_original,P19,unrelated,,years,[X] was born in [Y] .,years was born in,1,corpus,,,
LAMA_Trex,Hu_original,P19,unrelated,,under,[X] was born in [Y] .,under was born in,1,corpus,,,
LAMA_Trex,Hu_original,P19,unrelated,,those,[X] was born in [Y] .,those was born in,1,corpus,,,
LAMA_Trex,Hu_original,P19,unrelated,,us,[X] was born in [Y] .,us was born in,1,corpus,,,
LAMA_Trex,Hu_original,P19,unrelated,,same,[X] was born in [Y] .,same was born in,1,corpus,,,
LAMA_Trex,Hu_original,P19,unrelated,,many,[X] was born in [Y] .,many was born in,1,corpus,,,
LAMA_Trex,Hu_original,P19,unrelated,,here,[X] was born in [Y] .,here was born in,1,corpus,,,
LAMA_Trex,Hu_original,P19,unrelated,,on,[X] was born in [Y] .,on was born in,1,corpus,,,
LAMA_Trex,Hu_original,P19,unrelated,,right,[X] was born in [Y] .,right was born in,1,corpus,,,
LAMA_Trex,Hu_original,P19,unrelated,,being,[X] was born in [Y] .,being was born in,1,corpus,,,
LAMA_Trex,Hu_original,P19,unrelated,,made,[X] was born in [Y] .,made was born in,1,corpus,,,
LAMA_Trex,Hu_original,P19,unrelated,,need,[X] was born in [Y] .,need was born in,1,corpus,,,
LAMA_Trex,Hu_original,P19,unrelated,,much,[X] was born in [Y] .,much was born in,1,corpus,,,
LAMA_Trex,Hu_original,P19,unrelated,,both,[X] was born in [Y] .,both was born in,1,corpus,,,
LAMA_Trex,Hu_original,P19,unrelated,,good,[X] was born in [Y] .,good was born in,1,corpus,,,
LAMA_Trex,Hu_original,P19,unrelated,,case,[X] was born in [Y] .,case was born in,1,corpus,,,
LAMA_Trex,Hu_original,P19,unrelated,,down,[X] was born in [Y] .,down was born in,1,corpus,,,
LAMA_Trex,Hu_original,P19,unrelated,,want,[X] was born in [Y] .,want was born in,1,corpus,,,
LAMA_Trex,Hu_original,P19,unrelated,,set,[X] was born in [Y] .,set was born in,1,corpus,,,
LAMA_Trex,Hu_original,P19,unrelated,,different,[X] was born in [Y] .,different was born in,1,corpus,,,
LAMA_Trex,Hu_original,P19,unrelated,,think,[X] was born in [Y] .,think was born in,1,corpus,,,
LAMA_Trex,Hu_original,P19,unrelated,,class,[X] was born in [Y] .,class was born in,1,corpus,,,
LAMA_Trex,Hu_original,P19,unrelated,,while,[X] was born in [Y] .,while was born in,1,corpus,,,
LAMA_Trex,Hu_original,P19,unrelated,,found,[X] was born in [Y] .,found was born in,1,corpus,,,
LAMA_Trex,Hu_original,P19,unrelated,,number,[X] was born in [Y] .,number was born in,1,corpus,,,
LAMA_Trex,Hu_original,P19,unrelated,,go,[X] was born in [Y] .,go was born in,1,corpus,,,
LAMA_Trex,Hu_original,P19,unrelated,,still,[X] was born in [Y] .,still was born in,1,corpus,,,
LAMA_Trex,Hu_original,P19,unrelated,,three,[X] was born in [Y] .,three was born in,1,corpus,,,
LAMA_Trex,Hu_original,P19,unrelated,,long,[X] was born in [Y] .,long was born in,1,corpus,,,
LAMA_Trex,Hu_original,P19,unrelated,,high,[X] was born in [Y] .,high was born in,1,corpus,,,
LAMA_Trex,Hu_original,P19,unrelated,,without,[X] was born in [Y] .,without was born in,1,corpus,,,
LAMA_Trex,Hu_original,P19,unrelated,,take,[X] was born in [Y] .,take was born in,1,corpus,,,
LAMA_Trex,Hu_original,P19,unrelated,,part,[X] was born in [Y] .,part was born in,1,corpus,,,
LAMA_Trex,Hu_original,P19,unrelated,,off,[X] was born in [Y] .,off was born in,1,corpus,,,
LAMA_Trex,Hu_original,P19,unrelated,,comes,[X] was born in [Y] .,comes was born in,1,corpus,,,
LAMA_Trex,Hu_original,P19,unrelated,,dale,[X] was born in [Y] .,dale was born in,1,corpus,,,
LAMA_Trex,Hu_original,P19,unrelated,,cancers,[X] was born in [Y] .,cancers was born in,1,corpus,,,
LAMA_Trex,Hu_original,P19,unrelated,,tomatoes,[X] was born in [Y] .,tomatoes was born in,1,corpus,,,
LAMA_Trex,Hu_original,P19,unrelated,,nerves,[X] was born in [Y] .,nerves was born in,1,corpus,,,
LAMA_Trex,Hu_original,P19,unrelated,,Daniel,[X] was born in [Y] .,Daniel was born in,1,corpus,,,
LAMA_Trex,Hu_original,P19,unrelated,,dread,[X] was born in [Y] .,dread was born in,1,corpus,,,
LAMA_Trex,Hu_original,P19,unrelated,,async,[X] was born in [Y] .,async was born in,1,corpus,,,
LAMA_Trex,Hu_original,P19,unrelated,,infrared,[X] was born in [Y] .,infrared was born in,1,corpus,,,
LAMA_Trex,Hu_original,P19,unrelated,,exchanges,[X] was born in [Y] .,exchanges was born in,1,corpus,,,
LAMA_Trex,Hu_original,P19,unrelated,,gun,[X] was born in [Y] .,gun was born in,1,corpus,,,
LAMA_Trex,Hu_original,P19,unrelated,,athletic,[X] was born in [Y] .,athletic was born in,1,corpus,,,
LAMA_Trex,Hu_original,P19,unrelated,,maximize,[X] was born in [Y] .,maximize was born in,1,corpus,,,
LAMA_Trex,Hu_original,P19,unrelated,,sciences,[X] was born in [Y] .,sciences was born in,1,corpus,,,
LAMA_Trex,Hu_original,P19,unrelated,,tomography,[X] was born in [Y] .,tomography was born in,1,corpus,,,
LAMA_Trex,Hu_original,P19,unrelated,,react,[X] was born in [Y] .,react was born in,1,corpus,,,
LAMA_Trex,Hu_original,P19,unrelated,,ladder,[X] was born in [Y] .,ladder was born in,1,corpus,,,
LAMA_Trex,Hu_original,P19,unrelated,,herb,[X] was born in [Y] .,herb was born in,1,corpus,,,
LAMA_Trex,Hu_original,P19,unrelated,,cares,[X] was born in [Y] .,cares was born in,1,corpus,,,
LAMA_Trex,Hu_original,P19,unrelated,,perspectives,[X] was born in [Y] .,perspectives was born in,1,corpus,,,
LAMA_Trex,Hu_original,P19,unrelated,,role,[X] was born in [Y] .,role was born in,1,corpus,,,
LAMA_Trex,Hu_original,P19,unrelated,,pulses,[X] was born in [Y] .,pulses was born in,1,corpus,,,
LAMA_Trex,Hu_original,P19,unrelated,,princess,[X] was born in [Y] .,princess was born in,1,corpus,,,
LAMA_Trex,Hu_original,P19,unrelated,,patents,[X] was born in [Y] .,patents was born in,1,corpus,,,
LAMA_Trex,Hu_original,P19,unrelated,,Really,[X] was born in [Y] .,Really was born in,1,corpus,,,
